market,dim,bucket,announce_car,effective_car,gap_drift,n_events,asymmetry_index
CN,liquidity,Q1,0.02390860714285712,-0.010995035714285714,0.0033195000000000143,28,-0.3196993340186032
CN,liquidity,Q2,0.021508629629629655,-0.0018237407407407369,-0.006445074074074009,27,-0.38266261935817464
CN,liquidity,Q3,0.017310629629629662,0.01213748148148147,-0.0076922962962962405,27,0.25531444179481877
CN,liquidity,Q4,0.01779018518518519,0.004045111111111093,0.01011125925925926,27,0.7912925564400084
CN,liquidity,Q5,0.022775892857142856,0.021356142857142848,0.031492821428571495,28,2.3102470629561713
US,liquidity,Q1,0.010117028941105145,-0.009318490001189679,-0.021854948207242163,51,-3.0511255657713647
US,liquidity,Q2,0.011848659153405019,-0.0015905969247214677,-0.007679102228231713,50,-0.7757940898591611
US,liquidity,Q3,0.007708760057748382,0.0003771325096061677,-0.0012270281210405313,50,-0.10883874074105268
US,liquidity,Q4,0.01651997807526259,-0.005600132618234825,-0.003793724243168989,50,-0.5652147565336301
US,liquidity,Q5,0.04888250851997231,0.006979627120098392,0.014315580029966836,50,0.4347512569998786
